name,coil_type,x,y,z,ex_x,ex_y,ex_z,ey_x,ey_y,ey_z,ez_x,ez_y,ez_z
MEG 1642,3012,-0.086600,-0.064000,0.005500,0.570290,-0.821385,0.005100,0.060699,0.048399,0.996982,-0.819153,-0.568259,0.077459
MEG 1641,3024,-0.086600,-0.064000,0.005500,-0.060699,-0.048399,-0.996982,0.570290,-0.821385,0.005100,-0.819153,-0.568259,0.077459
MEG 1713,3012,-0.075800,-0.079700,-0.062100,0.000000,-0.015300,-0.999883,0.678188,-0.734787,0.011200,-0.734873,-0.678109,0.010376
MEG 1712,3012,-0.075800,-0.079700,-0.062100,0.678188,-0.734787,0.011200,0.000000,0.015300,0.999883,-0.734873,-0.678109,0.010376
MEG 1711,3024,-0.075800,-0.079700,-0.062100,0.000000,-0.015300,-0.999883,0.678188,-0.734787,0.011200,-0.734873,-0.678109,0.010376
MEG 1722,3012,-0.086100,-0.066000,-0.028200,0.022801,0.009400,-0.999727,0.571015,-0.820922,0.005300,-0.820648,-0.570980,-0.024085
MEG 1723,3012,-0.086100,-0.066000,-0.028200,0.571015,-0.820922,0.005300,-0.022801,-0.009400,0.999727,-0.820648,-0.570980,-0.024085
MEG 1721,3024,-0.086100,-0.066000,-0.028200,0.022801,0.009400,-0.999727,0.571015,-0.820922,0.005300,-0.820648,-0.570980,-0.024085
MEG 1732,3012,-0.063200,-0.090500,-0.027800,0.016000,0.023501,-0.999624,0.807319,-0.590114,-0.000900,-0.589913,-0.807001,-0.028415
MEG 1733,3012,-0.063200,-0.090500,-0.027800,0.807319,-0.590114,-0.000900,-0.016000,-0.023501,0.999624,-0.589913,-0.807001,-0.028415
MEG 1731,3024,-0.063200,-0.090500,-0.027800,0.016000,0.023501,-0.999624,0.807319,-0.590114,-0.000900,-0.589913,-0.807001,-0.028415
MEG 1743,3012,-0.048900,-0.099400,-0.062100,-0.008800,-0.009400,-0.999917,0.895915,-0.444308,-0.003700,-0.444236,-0.895874,0.012332
MEG 1742,3012,-0.048900,-0.099400,-0.062100,0.895915,-0.444308,-0.003700,0.008800,0.009400,0.999917,-0.444236,-0.895874,0.012332
MEG 1741,3024,-0.048900,-0.099400,-0.062100,-0.008800,-0.009400,-0.999917,0.895915,-0.444308,-0.003700,-0.444236,-0.895874,0.012332
MEG 1813,3012,-0.078600,-0.028700,0.069600,-0.617503,-0.040900,-0.785504,0.249001,-0.957505,-0.145901,-0.746157,-0.285686,0.601447
MEG 1812,3012,-0.078600,-0.028700,0.069600,0.249001,-0.957505,-0.145901,0.617503,0.040900,0.785504,-0.746157,-0.285686,0.601447
MEG 1811,3024,-0.078600,-0.028700,0.069600,-0.617503,-0.040900,-0.785504,0.249001,-0.957505,-0.145901,-0.746157,-0.285686,0.601447
MEG 1822,3012,-0.051800,-0.027700,0.092700,-0.859116,0.025300,-0.511209,0.109902,-0.966318,-0.232704,-0.499878,-0.256103,0.827399
MEG 1823,3012,-0.051800,-0.027700,0.092700,0.109902,-0.966318,-0.232704,0.859116,-0.025300,0.511209,-0.499878,-0.256103,0.827399
MEG 1821,3024,-0.051800,-0.027700,0.092700,-0.859116,0.025300,-0.511209,0.109902,-0.966318,-0.232704,-0.499878,-0.256103,0.827399
MEG 1832,3012,-0.018100,-0.054200,0.092300,0.070502,-0.841822,-0.535214,0.989126,-0.010400,0.146704,-0.129065,-0.539737,0.831935
MEG 1833,3012,-0.018100,-0.054200,0.092300,0.989126,-0.010400,0.146704,-0.070502,0.841822,0.535214,-0.129065,-0.539737,0.831935
MEG 1831,3024,-0.018100,-0.054200,0.092300,0.070502,-0.841822,-0.535214,0.989126,-0.010400,0.146704,-0.129065,-0.539737,0.831935
MEG 1843,3012,-0.055200,-0.062700,0.070700,-0.383905,-0.499806,-0.776409,0.785209,-0.619107,0.010300,-0.485829,-0.605689,0.630130
MEG 1842,3012,-0.055200,-0.062700,0.070700,0.785209,-0.619107,0.010300,0.383905,0.499806,0.776409,-0.485829,-0.605689,0.630130
MEG 1841,3024,-0.055200,-0.062700,0.070700,-0.383905,-0.499806,-0.776409,0.785209,-0.619107,0.010300,-0.485829,-0.605689,0.630130
MEG 1912,3012,-0.051300,-0.086100,0.039700,-0.154503,-0.301206,-0.940920,0.880219,-0.474510,0.007400,-0.448705,-0.827072,0.338441
MEG 1913,3012,-0.051300,-0.086100,0.039700,0.880219,-0.474510,0.007400,0.154503,0.301206,0.940920,-0.448705,-0.827072,0.338441
MEG 1911,3024,-0.051300,-0.086100,0.039700,-0.154503,-0.301206,-0.940920,0.880219,-0.474510,0.007400,-0.448705,-0.827072,0.338441
MEG 1923,3012,-0.033500,-0.103300,0.006200,-0.044700,-0.142400,-0.988799,0.959299,-0.282400,-0.002700,-0.278852,-0.948675,0.149227
MEG 1922,3012,-0.033500,-0.103300,0.006200,0.959299,-0.282400,-0.002700,0.044700,0.142400,0.988799,-0.278852,-0.948675,0.149227
MEG 1921,3024,-0.033500,-0.103300,0.006200,-0.044700,-0.142400,-0.988799,0.959299,-0.282400,-0.002700,-0.278852,-0.948675,0.149227
MEG 1932,3012,-0.033100,-0.105100,-0.027800,0.007900,0.022401,-0.999723,0.951222,-0.308507,0.000600,-0.308408,-0.950963,-0.023745
MEG 1933,3012,-0.033100,-0.105100,-0.027800,0.951222,-0.308507,0.000600,-0.007900,-0.022401,0.999723,-0.308408,-0.950963,-0.023745
MEG 1931,3024,-0.033100,-0.105100,-0.027800,0.007900,0.022401,-0.999723,0.951222,-0.308507,0.000600,-0.308408,-0.950963,-0.023745
MEG 1943,3012,-0.063600,-0.088400,0.006000,-0.064102,-0.086003,-0.994231,0.809725,-0.586818,-0.001400,-0.583312,-0.805143,0.107255
MEG 1942,3012,-0.063600,-0.088400,0.006000,0.809725,-0.586818,-0.001400,0.064102,0.086003,0.994231,-0.583312,-0.805143,0.107255
MEG 1941,3024,-0.063600,-0.088400,0.006000,-0.064102,-0.086003,-0.994231,0.809725,-0.586818,-0.001400,-0.583312,-0.805143,0.107255
MEG 2013,3012,-0.018600,-0.080100,0.069000,-0.001300,-0.622289,-0.782786,0.992783,-0.094798,0.073699,-0.120069,-0.777041,0.617921
MEG 2012,3012,-0.018600,-0.080100,0.069000,0.992783,-0.094798,0.073699,0.001300,0.622289,0.782786,-0.120069,-0.777041,0.617921
MEG 2011,3024,-0.018600,-0.080100,0.069000,-0.001300,-0.622289,-0.782786,0.992783,-0.094798,0.073699,-0.120069,-0.777041,0.617921
MEG 2023,3012,0.018600,-0.080200,0.068900,0.000200,-0.620001,-0.784601,0.986601,0.128300,-0.101100,0.163347,-0.774068,0.611719
MEG 2022,3012,0.018600,-0.080200,0.068900,0.986601,0.128300,-0.101100,-0.000200,0.620001,0.784601,0.163347,-0.774068,0.611719
MEG 2021,3024,0.018600,-0.080200,0.068900,0.000200,-0.620001,-0.784601,0.986601,0.128300,-0.101100,0.163347,-0.774068,0.611719
MEG 2032,3012,0.016900,-0.097200,0.039700,-0.000300,-0.372910,-0.927926,0.990028,0.130604,-0.052801,0.140881,-0.918688,0.369152
MEG 2033,3012,0.016900,-0.097200,0.039700,0.990028,0.130604,-0.052801,0.000300,0.372910,0.927926,0.140881,-0.918688,0.369152
MEG 2031,3024,0.016900,-0.097200,0.039700,-0.000300,-0.372910,-0.927926,0.990028,0.130604,-0.052801,0.140881,-0.918688,0.369152
MEG 2042,3012,-0.017000,-0.097200,0.039700,-0.000500,-0.373789,-0.927473,0.989971,-0.131196,0.052398,-0.141267,-0.918145,0.370106
MEG 2043,3012,-0.017000,-0.097200,0.039700,0.989971,-0.131196,0.052398,0.000500,0.373789,0.927473,-0.141267,-0.918145,0.370106
MEG 2041,3024,-0.017000,-0.097200,0.039700,-0.000500,-0.373789,-0.927473,0.989971,-0.131196,0.052398,-0.141267,-0.918145,0.370106
MEG 2113,3012,0.000000,-0.108600,0.007000,-0.000100,-0.168403,-0.985718,0.999819,0.020400,-0.003600,0.020715,-0.985540,0.168371
MEG 2112,3012,0.000000,-0.108600,0.007000,0.999819,0.020400,-0.003600,0.000100,0.168403,0.985718,0.020715,-0.985540,0.168371
MEG 2111,3024,0.000000,-0.108600,0.007000,-0.000100,-0.168403,-0.985718,0.999819,0.020400,-0.003600,0.020715,-0.985540,0.168371
MEG 2122,3012,0.000000,-0.110600,-0.027500,0.000000,0.040700,-0.999200,1.000000,-0.000400,0.000000,-0.000400,-0.999200,-0.040700
MEG 2123,3012,0.000000,-0.110600,-0.027500,1.000000,-0.000400,0.000000,0.000000,-0.040700,0.999200,-0.000400,-0.999200,-0.040700
MEG 2121,3024,0.000000,-0.110600,-0.027500,0.000000,0.040700,-0.999200,1.000000,-0.000400,0.000000,-0.000400,-0.999200,-0.040700
MEG 2133,3012,0.017000,-0.109800,-0.061800,0.009200,-0.010800,-0.999899,0.985499,0.169500,0.007300,0.169404,-0.985467,0.012203
MEG 2132,3012,0.017000,-0.109800,-0.061800,0.985499,0.169500,0.007300,-0.009200,0.010800,0.999899,0.169404,-0.985467,0.012203
MEG 2131,3024,0.017000,-0.109800,-0.061800,0.009200,-0.010800,-0.999899,0.985499,0.169500,0.007300,0.169404,-0.985467,0.012203
MEG 2143,3012,-0.017100,-0.109800,-0.061900,-0.006200,-0.012200,-0.999906,0.982706,-0.185001,-0.003800,-0.184937,-0.982638,0.013136
MEG 2142,3012,-0.017100,-0.109800,-0.061900,0.982706,-0.185001,-0.003800,0.006200,0.012200,0.999906,-0.184937,-0.982638,0.013136
MEG 2141,3024,-0.017100,-0.109800,-0.061900,-0.006200,-0.012200,-0.999906,0.982706,-0.185001,-0.003800,-0.184937,-0.982638,0.013136
MEG 2212,3012,0.051700,-0.027600,0.092800,0.859962,0.026999,-0.509577,0.107595,0.966557,0.232790,0.498820,-0.255018,0.828297
MEG 2213,3012,0.051700,-0.027600,0.092800,0.107595,0.966557,0.232790,-0.859962,-0.026999,0.509577,0.498820,-0.255018,0.828297
MEG 2211,3024,0.051700,-0.027600,0.092800,0.859962,0.026999,-0.509577,0.107595,0.966557,0.232790,0.498820,-0.255018,0.828297
MEG 2223,3012,0.078600,-0.028400,0.069800,0.627473,-0.042698,-0.777467,0.223290,0.966359,0.127195,0.745881,-0.253412,0.615898
MEG 2222,3012,0.078600,-0.028400,0.069800,0.223290,0.966359,0.127195,-0.627473,0.042698,0.777467,0.745881,-0.253412,0.615898
MEG 2221,3024,0.078600,-0.028400,0.069800,0.627473,-0.042698,-0.777467,0.223290,0.966359,0.127195,0.745881,-0.253412,0.615898
MEG 2233,3012,0.055300,-0.062800,0.070600,0.377694,-0.493292,-0.783588,0.759388,0.649190,-0.042699,0.529761,-0.578920,0.619796
MEG 2232,3012,0.055300,-0.062800,0.070600,0.759388,0.649190,-0.042699,-0.377694,0.493292,0.783588,0.529761,-0.578920,0.619796
MEG 2231,3024,0.055300,-0.062800,0.070600,0.377694,-0.493292,-0.783588,0.759388,0.649190,-0.042699,0.529761,-0.578920,0.619796
MEG 2242,3012,0.018200,-0.054200,0.092200,-0.069799,-0.841688,-0.535392,0.989086,0.011400,-0.146898,0.129746,-0.539803,0.831706
MEG 2243,3012,0.018200,-0.054200,0.092200,0.989086,0.011400,-0.146898,0.069799,0.841688,0.535392,0.129746,-0.539803,0.831706
MEG 2241,3024,0.018200,-0.054200,0.092200,-0.069799,-0.841688,-0.535392,0.989086,0.011400,-0.146898,0.129746,-0.539803,0.831706
MEG 2312,3012,0.051300,-0.086100,0.039700,0.153007,-0.302213,-0.940940,0.880738,0.473520,-0.008900,0.448244,-0.827360,0.338622
MEG 2313,3012,0.051300,-0.086100,0.039700,0.880738,0.473520,-0.008900,-0.153007,0.302213,0.940940,0.448244,-0.827360,0.338622
MEG 2311,3024,0.051300,-0.086100,0.039700,0.153007,-0.302213,-0.940940,0.880738,0.473520,-0.008900,0.448244,-0.827360,0.338622
MEG 2323,3012,0.063700,-0.088400,0.006200,0.056398,-0.071297,-0.995860,0.798667,0.601776,0.002200,0.599127,-0.795485,0.090881
MEG 2322,3012,0.063700,-0.088400,0.006200,0.798667,0.601776,0.002200,-0.056398,0.071297,0.995860,0.599127,-0.795485,0.090881
MEG 2321,3024,0.063700,-0.088400,0.006200,0.056398,-0.071297,-0.995860,0.798667,0.601776,0.002200,0.599127,-0.795485,0.090881
MEG 2332,3012,0.033000,-0.105100,-0.027700,-0.004900,0.023300,-0.999715,0.951414,0.307905,0.002500,0.307875,-0.951130,-0.023677
MEG 2333,3012,0.033000,-0.105100,-0.027700,0.951414,0.307905,0.002500,0.004900,-0.023300,0.999715,0.307875,-0.951130,-0.023677
MEG 2331,3024,0.033000,-0.105100,-0.027700,-0.004900,0.023300,-0.999715,0.951414,0.307905,0.002500,0.307875,-0.951130,-0.023677
MEG 2343,3012,0.033300,-0.103400,0.006300,0.041500,-0.123300,-0.991501,0.948001,0.318300,0.000100,0.315583,-0.939949,0.130098
MEG 2342,3012,0.033300,-0.103400,0.006300,0.948001,0.318300,0.000100,-0.041500,0.123300,0.991501,0.315583,-0.939949,0.130098
MEG 2341,3024,0.033300,-0.103400,0.006300,0.041500,-0.123300,-0.991501,0.948001,0.318300,0.000100,0.315583,-0.939949,0.130098
MEG 2412,3012,0.095200,-0.030600,0.039200,0.323999,-0.063600,-0.943897,0.309099,0.950098,0.042100,0.894117,-0.305398,0.327489
MEG 2413,3012,0.095200,-0.030600,0.039200,0.309099,0.950098,0.042100,-0.323999,0.063600,0.943897,0.894117,-0.305398,0.327489
MEG 2411,3024,0.095200,-0.030600,0.039200,0.323999,-0.063600,-0.943897,0.309099,0.950098,0.042100,0.894117,-0.305398,0.327489
MEG 2423,3012,0.101700,-0.033800,0.005800,0.066101,-0.028300,-0.997412,0.314004,0.949411,-0.006100,0.947126,-0.312788,0.071643
MEG 2422,3012,0.101700,-0.033800,0.005800,0.314004,0.949411,-0.006100,-0.066101,0.028300,0.997412,0.947126,-0.312788,0.071643
MEG 2421,3024,0.101700,-0.033800,0.005800,0.066101,-0.028300,-0.997412,0.314004,0.949411,-0.006100,0.947126,-0.312788,0.071643
MEG 2433,3012,0.086600,-0.063900,0.005600,0.060099,-0.044799,-0.997187,0.549293,0.835589,-0.004400,0.833435,-0.547483,0.074826
MEG 2432,3012,0.086600,-0.063900,0.005600,0.549293,0.835589,-0.004400,-0.060099,0.044799,0.997187,0.833435,-0.547483,0.074826
MEG 2431,3024,0.086600,-0.063900,0.005600,0.060099,-0.044799,-0.997187,0.549293,0.835589,-0.004400,0.833435,-0.547483,0.074826
MEG 2442,3012,0.078100,-0.062900,0.039400,0.259507,-0.203505,-0.944125,0.598716,0.800921,-0.008000,0.757798,-0.563187,0.329687
MEG 2443,3012,0.078100,-0.062900,0.039400,0.598716,0.800921,-0.008000,-0.259507,0.203505,0.944125,0.757798,-0.563187,0.329687
MEG 2441,3024,0.078100,-0.062900,0.039400,0.259507,-0.203505,-0.944125,0.598716,0.800921,-0.008000,0.757798,-0.563187,0.329687
MEG 2512,3012,0.063000,-0.090600,-0.027600,-0.013600,0.025200,-0.999598,0.808198,0.588899,0.003800,0.588757,-0.807821,-0.028376
MEG 2513,3012,0.063000,-0.090600,-0.027600,0.808198,0.588899,0.003800,0.013600,-0.025200,0.999598,0.588757,-0.807821,-0.028376
MEG 2511,3024,0.063000,-0.090600,-0.027600,-0.013600,0.025200,-0.999598,0.808198,0.588899,0.003800,0.588757,-0.807821,-0.028376
MEG 2522,3012,0.086100,-0.066100,-0.028000,-0.021299,0.011700,-0.999673,0.571385,0.820678,-0.002600,0.820380,-0.571254,-0.024165
MEG 2523,3012,0.086100,-0.066100,-0.028000,0.571385,0.820678,-0.002600,0.021299,-0.011700,0.999673,0.820380,-0.571254,-0.024165
MEG 2521,3024,0.086100,-0.066100,-0.028000,-0.021299,0.011700,-0.999673,0.571385,0.820678,-0.002600,0.820380,-0.571254,-0.024165
MEG 2533,3012,0.075700,-0.079800,-0.062000,0.014300,-0.000900,-0.999897,0.690798,0.722998,0.009300,0.722916,-0.690860,0.010961
MEG 2532,3012,0.075700,-0.079800,-0.062000,0.690798,0.722998,0.009300,-0.014300,0.000900,0.999897,0.722916,-0.690860,0.010961
MEG 2531,3024,0.075700,-0.079800,-0.062000,0.014300,-0.000900,-0.999897,0.690798,0.722998,0.009300,0.722916,-0.690860,0.010961
MEG 2543,3012,0.048800,-0.099400,-0.062100,0.011000,-0.007000,-0.999915,0.903014,0.429706,0.007000,0.429621,-0.903014,0.011048
MEG 2542,3012,0.048800,-0.099400,-0.062100,0.903014,0.429706,0.007000,-0.011000,0.007000,0.999915,0.429621,-0.903014,0.011048
MEG 2541,3024,0.048800,-0.099400,-0.062100,0.011000,-0.007000,-0.999915,0.903014,0.429706,0.007000,0.429621,-0.903014,0.011048
MEG 2612,3012,0.108700,-0.003300,-0.028000,-0.020500,0.003400,-0.999813,0.081001,0.996713,0.001700,0.996532,-0.080951,-0.020708
MEG 2613,3012,0.108700,-0.003300,-0.028000,0.081001,0.996713,0.001700,0.020500,-0.003400,0.999813,0.996532,-0.080951,-0.020708
MEG 2611,3024,0.108700,-0.003300,-0.028000,-0.020500,0.003400,-0.999813,0.081001,0.996713,0.001700,0.996532,-0.080951,-0.020708
MEG 2623,3012,0.106800,-0.020600,-0.062100,0.013100,0.004500,-0.999904,0.215701,0.976404,0.007200,0.976343,-0.215775,0.011820
MEG 2622,3012,0.106800,-0.020600,-0.062100,0.215701,0.976404,0.007200,-0.013100,-0.004500,0.999904,0.976343,-0.215775,0.011820
MEG 2621,3024,0.106800,-0.020600,-0.062100,0.013100,0.004500,-0.999904,0.215701,0.976404,0.007200,0.976343,-0.215775,0.011820
MEG 2633,3012,0.095100,-0.052400,-0.062000,0.015200,0.003300,-0.999879,0.476590,0.879082,0.010100,0.879009,-0.476686,0.011789
MEG 2632,3012,0.095100,-0.052400,-0.062000,0.476590,0.879082,0.010100,-0.015200,-0.003300,0.999879,0.879009,-0.476686,0.011789
MEG 2631,3024,0.095100,-0.052400,-0.062000,0.015200,0.003300,-0.999879,0.476590,0.879082,0.010100,0.879009,-0.476686,0.011789
MEG 2642,3012,0.101700,-0.036100,-0.027800,-0.027699,0.005300,-0.999573,0.341491,0.939874,-0.004500,0.939449,-0.341469,-0.027844
MEG 2643,3012,0.101700,-0.036100,-0.027800,0.341491,0.939874,-0.004500,0.027699,-0.005300,0.999573,0.939449,-0.341469,-0.027844
MEG 2641,3024,0.101700,-0.036100,-0.027800,-0.027699,0.005300,-0.999573,0.341491,0.939874,-0.004500,0.939449,-0.341469,-0.027844
