name,coil_type,x,y,z,ex_x,ex_y,ex_z,ey_x,ey_y,ey_z,ez_x,ez_y,ez_z
MRF62-2908,5001,0.046761,0.067348,0.069747,-0.721502,0.691781,-0.029577,-0.576412,-0.576412,0.579222,0.383646,0.434958,0.814633
MRF63-2908,5001,0.063922,0.054927,0.065149,-0.606574,0.783023,0.137637,-0.523892,-0.523892,0.671621,0.598002,0.335281,0.727998
MRF64-2908,5001,0.079581,0.043128,0.056455,-0.548354,0.818040,0.173549,-0.475934,-0.475934,0.739577,0.687601,0.322952,0.650313
MRF65-2908,5001,0.092899,0.028728,0.044949,-0.294748,0.943213,0.153208,-0.224085,-0.224085,0.948458,0.928929,0.245224,0.277409
MRF66-2908,5001,0.100015,0.011759,0.034785,-0.243516,0.962823,0.116928,-0.158425,-0.158425,0.974578,0.956871,0.218801,0.191114
MRF67-2908,5001,0.102501,-0.007097,0.021248,0.144927,0.971961,0.185173,-0.161416,-0.161416,0.973596,0.976187,-0.170990,0.133497
MRO11-2908,5001,0.022607,-0.120268,0.012565,-0.895543,-0.259016,0.361820,-0.286507,-0.286507,-0.914236,0.340466,-0.922402,0.182369
MRO12-2908,5001,0.044087,-0.112525,0.011531,-0.847096,-0.272360,0.456343,-0.353163,-0.353163,-0.866344,0.397121,-0.895040,0.202975
MRO13-2908,5001,0.064069,-0.101476,0.010509,-0.597313,-0.326839,0.732389,-0.527617,-0.527617,-0.665764,0.604018,-0.784090,0.142707
MRO14-2908,5001,0.080754,-0.085332,0.009572,0.478414,0.708160,0.519259,-0.372115,-0.372115,0.850330,0.795393,-0.600034,0.085492
MRO21-2908,5001,0.012195,-0.125758,-0.006073,-0.945716,-0.280414,0.164286,-0.131645,-0.131645,-0.982517,0.297138,-0.950809,0.087583
MRO22-2908,5001,0.033645,-0.120049,-0.006316,-0.934204,-0.301335,0.190944,-0.150980,-0.150980,-0.976939,0.323214,-0.941490,0.095550
MRO23-2908,5001,0.054877,-0.110310,-0.007867,-0.834518,-0.514660,0.196736,-0.142814,-0.142814,-0.979392,0.532150,-0.845417,0.045680
MRO24-2908,5001,0.073000,-0.095932,-0.008849,0.246224,0.304249,0.920221,-0.651243,-0.651243,0.389571,0.717814,-0.695209,0.037788
MRO31-2908,5001,0.022453,-0.124210,-0.025280,-0.979236,-0.193995,0.058845,-0.050030,-0.050030,-0.997494,0.196453,-0.979726,0.039286
MRO32-2908,5001,0.044274,-0.117175,-0.026238,-0.903146,-0.415980,0.106247,-0.080026,-0.080026,-0.993575,0.421810,-0.905846,0.038986
MRO33-2908,5001,0.063990,-0.104937,-0.027048,-0.758885,-0.585131,0.285859,-0.203676,-0.203676,-0.957618,0.618554,-0.784945,0.035390
MRO34-2908,5001,0.080499,-0.088481,-0.027855,0.591592,0.765307,0.253623,-0.180707,-0.180707,0.966794,0.785725,-0.617779,0.031392
MRO41-2908,5001,0.011204,-0.126496,-0.043971,-0.994430,-0.099958,0.033425,-0.030514,-0.030514,-0.999068,0.100885,-0.994524,0.027294
MRO42-2908,5001,0.033464,-0.122141,-0.045027,-0.949334,-0.310966,0.045456,-0.036021,-0.036021,-0.998702,0.312199,-0.949738,0.022994
MRO43-2908,5001,0.054273,-0.112590,-0.045630,-0.848144,-0.517719,0.112334,-0.081693,-0.081693,-0.993304,0.523429,-0.851641,0.026993
MRO44-2908,5001,0.072639,-0.098178,-0.046082,-0.178822,-0.139207,0.973984,-0.688981,-0.688981,-0.224969,0.702373,-0.711285,0.027294
MRO51-2908,5001,0.021952,-0.125580,-0.063751,-0.979790,-0.196411,0.037865,-0.032159,-0.032159,-0.998965,0.197425,-0.979994,0.025193
MRO52-2908,5001,0.044042,-0.118577,-0.064627,-0.908337,-0.412038,0.071756,-0.054186,-0.054186,-0.997060,0.414715,-0.909554,0.026892
MRO53-2908,5001,0.063891,-0.106597,-0.064649,-0.778671,-0.595348,0.198071,-0.141249,-0.141249,-0.979846,0.611326,-0.790955,0.025894
MRP11-2908,5001,0.017422,-0.073486,0.084082,-0.746219,0.469557,0.471882,-0.653198,-0.653198,-0.382967,0.128408,-0.594010,0.794143
MRP12-2908,5001,0.048656,-0.053841,0.086068,-0.577640,0.616877,0.534597,-0.706156,-0.706156,0.051828,0.409481,-0.347571,0.843516
MRP21-2908,5001,0.010095,-0.089358,0.070886,-0.816009,0.335174,0.470944,-0.573309,-0.573309,-0.585349,0.073803,-0.747646,0.659983
MRP22-2908,5001,0.039207,-0.072332,0.079364,-0.669783,0.433347,0.602993,-0.681401,-0.681401,-0.267180,0.295099,-0.589833,0.751674
MRP23-2908,5001,0.066684,-0.045145,0.077672,-0.408763,0.700623,0.584842,-0.666809,-0.666809,0.332764,0.623120,-0.253956,0.739749
MRP31-2908,5001,0.019833,-0.100601,0.054941,-0.835828,0.172178,0.521293,-0.525534,-0.525534,-0.669050,0.158762,-0.833168,0.529742
MRP32-2908,5001,0.035748,-0.088759,0.065341,-0.748307,0.247528,0.615440,-0.612898,-0.612898,-0.498711,0.253757,-0.750390,0.610346
MRP33-2908,5001,0.056560,-0.078393,0.066318,-0.656115,0.198466,0.728096,-0.646160,-0.646160,-0.406147,0.389860,-0.736946,0.552196
MRP34-2908,5001,0.073180,-0.061231,0.064854,-0.289844,0.708016,0.643975,-0.642603,-0.642603,0.417281,0.709262,-0.292874,0.641227
MRP35-2908,5001,0.082295,-0.041609,0.062619,-0.195696,0.793916,0.575674,-0.569816,-0.569816,0.592132,0.798131,-0.212150,0.563897
MRP41-2908,5001,0.041437,-0.100806,0.047203,-0.620049,0.003917,0.784553,-0.618187,-0.618187,-0.485480,0.483099,-0.786022,0.385727
MRP42-2908,5001,0.059202,-0.089614,0.047509,-0.550410,0.122657,0.825836,-0.663974,-0.663974,-0.343914,0.506150,-0.737627,0.446899
MRP43-2908,5001,0.075677,-0.076720,0.046772,-0.365466,0.119340,0.923143,-0.694866,-0.694866,-0.185264,0.619351,-0.709168,0.336875
MRP44-2908,5001,0.087006,-0.056097,0.046854,0.008540,0.796493,0.604587,-0.514821,-0.514821,0.685506,0.857255,-0.317108,0.405655
MRP45-2908,5001,0.093290,-0.035314,0.044604,-0.008890,0.917193,0.398344,-0.372696,-0.372696,0.849821,0.927911,-0.140907,0.345147
MRP51-2908,5001,0.009879,-0.114009,0.033446,-0.896217,0.186444,0.402534,-0.442413,-0.442413,-0.780091,0.032643,-0.877217,0.478983
MRP52-2908,5001,0.032924,-0.111348,0.029738,-0.814395,-0.153528,0.559633,-0.447599,-0.447599,-0.774152,0.369345,-0.880957,0.295803
MRP53-2908,5001,0.052868,-0.102617,0.029524,-0.723935,-0.134835,0.676564,-0.526232,-0.526232,-0.667952,0.446093,-0.839583,0.310003
MRP54-2908,5001,0.071251,-0.089837,0.029151,-0.236210,0.136945,0.962004,-0.705232,-0.705232,-0.072769,0.668470,-0.695625,0.263161
MRP55-2908,5001,0.085892,-0.073215,0.027542,0.239289,0.581367,0.777659,-0.566716,-0.566716,0.598051,0.788399,-0.583819,0.193861
MRP56-2908,5001,0.095389,-0.051200,0.027299,0.095188,0.938628,0.331536,-0.292059,-0.292059,0.910716,0.951652,-0.183518,0.246334
MRP57-2908,5001,0.099481,-0.029930,0.024778,0.069259,0.965865,0.249615,-0.228238,-0.228238,0.946475,0.971139,-0.122523,0.204640
MRT11-2908,5001,0.093697,0.051201,-0.006247,-0.364016,0.931167,0.020511,-0.036117,-0.036117,0.998695,0.930692,0.362800,0.046779
MRT12-2908,5001,0.100341,0.031678,0.000662,-0.253479,0.967053,0.023578,-0.033006,-0.033006,0.998910,0.966777,0.252425,0.040285
MRT13-2908,5001,0.103049,0.011162,0.007893,-0.030770,0.998869,0.036238,-0.037379,-0.037379,0.998602,0.998827,0.029372,0.038487
MRT14-2908,5001,0.103725,-0.020577,0.004847,0.079355,0.995798,0.045703,-0.042432,-0.042432,0.998198,0.995943,-0.081152,0.038887
MRT15-2908,5001,0.104014,-0.043358,0.007366,0.099350,0.991464,0.084432,-0.076943,-0.076943,0.994062,0.992073,-0.105257,0.068642
MRT16-2908,5001,0.093216,-0.066758,0.008309,0.458501,0.757679,0.464434,-0.336009,-0.336009,0.879884,0.822724,-0.559482,0.100527
MRT21-2908,5001,0.088878,0.065547,-0.022055,-0.380528,0.924580,0.018732,-0.034389,-0.034389,0.998817,0.924130,0.379433,0.044882
MRT22-2908,5001,0.099853,0.036241,-0.020650,-0.290848,0.956613,0.017299,-0.025966,-0.025966,0.999326,0.956417,0.290202,0.032391
MRT23-2908,5001,0.105787,0.015303,-0.013390,-0.062257,0.997606,0.030116,-0.032165,-0.032165,0.998965,0.997542,0.061224,0.034090
MRT24-2908,5001,0.110722,-0.007219,-0.011816,0.020793,0.997560,0.066646,-0.065167,-0.065167,0.995744,0.997658,-0.025048,0.063653
MRT25-2908,5001,0.112124,-0.035159,-0.012214,0.121645,0.991465,0.046905,-0.042064,-0.042064,0.998229,0.991682,-0.123403,0.036588
MRT26-2908,5001,0.105603,-0.058254,-0.011087,0.297389,0.952487,0.065795,-0.052496,-0.052496,0.997240,0.953312,-0.300022,0.034390
MRT27-2908,5001,0.087372,-0.077299,-0.009832,0.503624,0.852330,0.141055,-0.102919,-0.102919,0.989351,0.857771,-0.512778,0.035888
MRT31-2908,5001,0.086131,0.072818,-0.042249,-0.420944,0.907001,0.012449,-0.025595,-0.025595,0.999345,0.906725,0.420349,0.033989
MRT32-2908,5001,0.095241,0.050368,-0.036549,-0.353879,0.935155,0.015971,-0.027454,-0.027454,0.999246,0.934888,0.353173,0.035390
MRT33-2908,5001,0.106180,0.020182,-0.034620,-0.112777,0.993277,0.026127,-0.029646,-0.029646,0.999121,0.993178,0.111903,0.032791
MRT34-2908,5001,0.112405,-0.002565,-0.033062,0.037516,0.998673,0.035284,-0.034012,-0.034012,0.998842,0.998717,-0.038672,0.032691
MRT35-2908,5001,0.112913,-0.024799,-0.031565,0.091382,0.995076,0.038388,-0.035289,-0.035289,0.998754,0.995190,-0.092622,0.031890
MRT36-2908,5001,0.110678,-0.048020,-0.030294,0.212996,0.975784,0.049787,-0.041808,-0.041808,0.998251,0.976158,-0.214704,0.031890
MRT37-2908,5001,0.096428,-0.069912,-0.028737,0.409758,0.907816,0.089265,-0.067441,-0.067441,0.995441,0.909698,-0.413910,0.033590
MRT41-2908,5001,0.093298,0.056969,-0.056958,-0.369983,0.928913,0.015240,-0.027246,-0.027246,0.999257,0.928639,0.369293,0.035390
MRT42-2908,5001,0.101242,0.034631,-0.050590,-0.263692,0.964431,0.018437,-0.026292,-0.026292,0.999308,0.964248,0.263025,0.032290
MRT43-2908,5001,0.112325,0.007765,-0.052528,-0.010154,0.999477,0.030690,-0.030992,-0.030992,0.999039,0.999468,0.009193,0.031290
MRT44-2908,5001,0.113131,-0.014783,-0.051290,0.059794,0.997625,0.034191,-0.032301,-0.032301,0.998956,0.997688,-0.060836,0.030293
MRT45-2908,5001,0.113167,-0.037757,-0.049622,0.149461,0.987848,0.042644,-0.037443,-0.037443,0.998597,0.988058,-0.150848,0.031392
MRT46-2908,5001,0.106019,-0.061469,-0.047705,0.315995,0.946626,0.063612,-0.050254,-0.050254,0.997471,0.947429,-0.318392,0.031692
MRT47-2908,5001,0.087186,-0.079839,-0.046796,0.521903,0.841731,0.138224,-0.100338,-0.100338,0.989881,0.847083,-0.530491,0.032091
MRT51-2908,5001,0.099809,0.041060,-0.071310,-0.316565,0.948425,0.016640,-0.026316,-0.026316,0.999307,0.948206,0.315908,0.033289
MRT52-2908,5001,0.108994,0.019259,-0.071481,-0.098627,0.994743,0.027556,-0.030721,-0.030721,0.999056,0.994650,0.097688,0.033590
MRT53-2908,5001,0.113497,-0.004365,-0.070764,0.021483,0.999347,0.029037,-0.028422,-0.028422,0.999192,0.999365,-0.022291,0.027793
MRT54-2908,5001,0.114235,-0.027734,-0.069083,0.103700,0.993901,0.037517,-0.034141,-0.034141,0.998834,0.994022,-0.104860,0.030392
MRT55-2908,5001,0.111026,-0.051512,-0.067041,0.233722,0.970970,0.050895,-0.042172,-0.042172,0.998220,0.971388,-0.235452,0.031092
MRT56-2908,5001,0.096106,-0.072424,-0.065510,0.432569,0.898347,0.076525,-0.057309,-0.057309,0.996710,0.899778,-0.435531,0.026693
MRT57-2908,5001,0.080410,-0.090250,-0.064917,0.607188,0.761019,0.228413,-0.162477,-0.162477,0.973243,0.777769,-0.628053,0.024994
MZC01-2908,5001,-0.000477,0.048986,0.084673,-0.726654,0.649979,-0.222489,-0.687002,-0.687002,0.236760,0.001039,0.324893,0.945750
MZC02-2908,5001,-0.000568,0.013081,0.095006,-0.715416,0.682435,-0.149871,-0.698698,-0.698698,0.153757,0.000214,0.214715,0.976677
MZC03-2908,5001,-0.000718,-0.024636,0.100094,0.707113,0.707099,-0.001801,-0.707096,0.707096,-0.005513,-0.002625,0.005172,0.999983
MZC04-2908,5001,-0.000702,-0.063363,0.091725,0.749012,0.582048,0.316546,-0.662526,0.662526,0.349454,-0.006321,-0.471465,0.881862
MZF01-2908,5001,-0.000162,0.125714,-0.010739,-0.000094,-0.031391,0.999507,0.999996,-0.002998,0.000000,0.002997,0.999503,0.031392
MZF02-2908,5001,-0.000213,0.119780,0.027775,0.000038,-0.371102,0.928592,1.000000,0.000101,0.000000,-0.000094,0.928592,0.371102
MZF03-2908,5001,-0.000373,0.086053,0.067277,-0.774794,0.517412,-0.363290,-0.632211,-0.632211,0.447905,0.002076,0.576710,0.816947
MZO01-2908,5001,-0.000809,-0.121116,0.015960,-0.942870,0.113995,0.313051,-0.333140,-0.333140,-0.882064,0.003739,-0.935961,0.352083
MZO02-2908,5001,-0.000849,-0.126414,-0.025369,0.999404,0.000385,0.034504,-0.034497,0.034497,0.998809,-0.000806,-0.999405,0.034490
MZO03-2908,5001,-0.000964,-0.127646,-0.062156,0.999676,-0.004178,0.025119,-0.025007,0.025007,0.999374,-0.004803,-0.999679,0.024895
MZP01-2908,5001,-0.000712,-0.105876,0.049989,0.886931,0.235489,0.397365,-0.461873,0.461873,0.757197,-0.005221,-0.855113,0.518415
